Order Date,Ship Date,Ship Mode,Customer Name,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Product Name,Sales,Week_Number,Year,Month,Month_Name,Day_of_Week,Quarter,Season,Shipping Days
2016-11-20,2016-11-24,Standard Class,Lena Creighton,Consumer,United States,Oakland,California,94601,West,Furniture,Chairs,Safco Contoured Stacking Chairs,572.16,46,2016,11,November,Sunday,4,Autumn,4
2017-11-01,2017-11-07,Standard Class,Xylona Preis,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Accessories,Maxell 4.7GB DVD-R,68.112,44,2017,11,November,Wednesday,4,Autumn,6
2016-09-17,2016-09-20,First Class,Cari Sayre,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",25.032,37,2016,9,September,Saturday,3,Autumn,3
2017-03-10,2017-03-14,Standard Class,Bryan Davis,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,39.992,10,2017,3,March,Friday,1,Spring,4
2015-06-23,2015-06-26,First Class,Denise Leinenbach,Consumer,United States,Concord,North Carolina,28027,South,Office Supplies,Art,Prang Drawing Pencil Set,20.016,26,2015,6,June,Tuesday,2,Summer,3
2015-06-23,2015-06-26,First Class,Denise Leinenbach,Consumer,United States,Concord,North Carolina,28027,South,Office Supplies,Supplies,Acme Kleen Earth Office Shears,3.104,26,2015,6,June,Tuesday,2,Summer,3
2015-11-01,2015-11-05,Standard Class,Ken Heidel,Corporate,United States,Charlotte,North Carolina,28205,South,Office Supplies,Fasteners,Staples,7.52,44,2015,11,November,Sunday,4,Autumn,4
2015-11-01,2015-11-05,Standard Class,Ken Heidel,Corporate,United States,Charlotte,North Carolina,28205,South,Office Supplies,Art,Newell 320,10.272,44,2015,11,November,Sunday,4,Autumn,4
2015-11-01,2015-11-05,Standard Class,Ken Heidel,Corporate,United States,Charlotte,North Carolina,28205,South,Office Supplies,Labels,Avery 513,47.808,44,2015,11,November,Sunday,4,Autumn,4
2015-11-01,2015-11-05,Standard Class,Ken Heidel,Corporate,United States,Charlotte,North Carolina,28205,South,Technology,Phones,Cisco IP Phone 7961G VoIP phone - Dark gray,978.84,44,2015,11,November,Sunday,4,Autumn,4
2017-08-28,2017-08-31,First Class,Tom Prescott,Consumer,United States,Dallas,Texas,75081,Central,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",13.14,35,2017,8,August,Monday,3,Summer,3
2017-08-28,2017-08-31,First Class,Tom Prescott,Consumer,United States,Dallas,Texas,75081,Central,Office Supplies,Binders,GBC ProClick Spines for 32-Hole Punch,10.024,35,2017,8,August,Monday,3,Summer,3
2017-08-28,2017-08-31,First Class,Tom Prescott,Consumer,United States,Dallas,Texas,75081,Central,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",156.3728,35,2017,8,August,Monday,3,Summer,3
2016-12-06,2016-12-08,Second Class,Nora Pelletier,Home Office,United States,Indianapolis,Indiana,46203,Central,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,999.98,49,2016,12,December,Tuesday,4,Winter,2
2016-09-24,2016-09-27,First Class,Steve Carroll,Home Office,United States,Broken Arrow,Oklahoma,74012,Central,Technology,Phones,AT&T 1080 Phone,821.94,38,2016,9,September,Saturday,3,Autumn,3
2018-11-15,2018-11-20,Standard Class,Dana Kaydos,Consumer,United States,Miramar,Florida,33023,South,Furniture,Furnishings,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",220.064,46,2018,11,November,Thursday,4,Autumn,5
2018-11-15,2018-11-20,Standard Class,Dana Kaydos,Consumer,United States,Miramar,Florida,33023,South,Furniture,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",339.136,46,2018,11,November,Thursday,4,Autumn,5
2016-12-19,2016-12-21,Second Class,Suzanne McNair,Corporate,United States,Omaha,Nebraska,68104,Central,Office Supplies,Binders,Self-Adhesive Ring Binder Labels,7.04,51,2016,12,December,Monday,4,Winter,2
2016-12-19,2016-12-21,Second Class,Suzanne McNair,Corporate,United States,Omaha,Nebraska,68104,Central,Office Supplies,Fasteners,Bagged Rubber Bands,5.04,51,2016,12,December,Monday,4,Winter,2
2016-12-19,2016-12-21,Second Class,Suzanne McNair,Corporate,United States,Omaha,Nebraska,68104,Central,Office Supplies,Paper,White Computer Printout Paper by Universal,116.28,51,2016,12,December,Monday,4,Winter,2
2016-12-21,2016-12-24,First Class,Lynn Smith,Consumer,United States,Jacksonville,North Carolina,28540,South,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,47.976,51,2016,12,December,Wednesday,4,Winter,3
2017-09-25,2017-09-29,Standard Class,Katrina Edelman,Corporate,United States,Tigard,Oregon,97224,West,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",60.048,39,2017,9,September,Monday,3,Autumn,4
2017-09-25,2017-09-29,Standard Class,Katrina Edelman,Corporate,United States,Tigard,Oregon,97224,West,Office Supplies,Binders,GBC Poly Designer Binding Covers,5.022,39,2017,9,September,Monday,3,Autumn,4
2018-06-24,2018-06-30,Standard Class,Matthew Clasen,Corporate,United States,Decatur,Illinois,62521,Central,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,182.994,25,2018,6,June,Sunday,2,Summer,6
2018-06-24,2018-06-30,Standard Class,Matthew Clasen,Corporate,United States,Decatur,Illinois,62521,Central,Office Supplies,Paper,Xerox 1971,10.272,25,2018,6,June,Sunday,2,Summer,6
2018-09-07,2018-09-09,First Class,Dean percer,Home Office,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,7.857,36,2018,9,September,Friday,3,Autumn,2
2017-08-04,2017-08-06,Second Class,Linda Cazamias,Corporate,United States,Sacramento,California,95823,West,Technology,Phones,Mitel 5320 IP Phone VoIP phone,302.384,31,2017,8,August,Friday,3,Summer,2
2017-08-04,2017-08-06,Second Class,Linda Cazamias,Corporate,United States,Sacramento,California,95823,West,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,20.952,31,2017,8,August,Friday,3,Summer,2
2017-08-04,2017-08-06,Second Class,Linda Cazamias,Corporate,United States,Sacramento,California,95823,West,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",11.784,31,2017,8,August,Friday,3,Summer,2
2015-08-19,2015-08-26,Standard Class,Lena Hernandez,Consumer,United States,Jonesboro,Arkansas,72401,South,Furniture,Bookcases,"Hon Metal Bookcases, Gray",638.82,34,2015,8,August,Wednesday,3,Summer,7
2017-04-01,2017-04-05,Standard Class,Thomas Boland,Corporate,United States,New York City,New York,10035,East,Office Supplies,Labels,Avery 473,20.7,13,2017,4,April,Saturday,2,Spring,4
2017-04-01,2017-04-05,Standard Class,Thomas Boland,Corporate,United States,New York City,New York,10035,East,Office Supplies,Supplies,Acme Value Line Scissors,10.95,13,2017,4,April,Saturday,2,Spring,4
2017-04-01,2017-04-05,Standard Class,Thomas Boland,Corporate,United States,New York City,New York,10035,East,Office Supplies,Binders,Avery Hanging File Binders,14.352,13,2017,4,April,Saturday,2,Spring,4
2018-05-16,2018-05-18,First Class,John Murray,Consumer,United States,Akron,Ohio,44312,East,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",221.024,20,2018,5,May,Wednesday,2,Spring,2
2016-08-24,2016-08-28,Standard Class,Katrina Willman,Consumer,United States,Florence,Kentucky,41042,South,Technology,Machines,Cisco 9971 IP Video Phone Charcoal,3080.0,34,2016,8,August,Wednesday,3,Summer,4
2016-08-24,2016-08-28,Standard Class,Katrina Willman,Consumer,United States,Florence,Kentucky,41042,South,Technology,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,79.96,34,2016,8,August,Wednesday,3,Summer,4
2016-08-24,2016-08-28,Standard Class,Katrina Willman,Consumer,United States,Florence,Kentucky,41042,South,Technology,Phones,LG G3,587.97,34,2016,8,August,Wednesday,3,Summer,4
2015-09-23,2015-09-28,Standard Class,Sanjit Chand,Consumer,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Paper,Xerox 217,32.4,39,2015,9,September,Wednesday,3,Autumn,5
2015-09-23,2015-09-28,Standard Class,Sanjit Chand,Consumer,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,404.9,39,2015,9,September,Wednesday,3,Autumn,5
2015-09-23,2015-09-28,Standard Class,Sanjit Chand,Consumer,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Binders,Ibico EPK-21 Electric Binding System,9449.95,39,2015,9,September,Wednesday,3,Autumn,5
2015-09-23,2015-09-28,Standard Class,Sanjit Chand,Consumer,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Binders,GBC Instant Report Kit,12.94,39,2015,9,September,Wednesday,3,Autumn,5
2018-06-19,2018-06-23,Standard Class,Zuschuss Carroll,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Appliances,"Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter",2.264,25,2018,6,June,Tuesday,2,Summer,4
2018-06-19,2018-06-23,Standard Class,Zuschuss Carroll,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Appliances,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,0.444,25,2018,6,June,Tuesday,2,Summer,4
2018-06-19,2018-06-23,Standard Class,Zuschuss Carroll,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Paper,Xerox 1982,146.176,25,2018,6,June,Tuesday,2,Summer,4
2018-12-21,2018-12-21,Same Day,Rick Bensley,Home Office,United States,Fremont,Nebraska,68025,Central,Furniture,Furnishings,Staple-based wall hangings,15.92,51,2018,12,December,Friday,4,Winter,0
2018-08-07,2018-08-13,Standard Class,Jay Kimmel,Consumer,United States,San Diego,California,92105,West,Technology,Phones,GE DSL Phone Line Filter,159.96,32,2018,8,August,Tuesday,3,Summer,6
2018-08-07,2018-08-13,Standard Class,Jay Kimmel,Consumer,United States,San Diego,California,92105,West,Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs,13.76,32,2018,8,August,Tuesday,3,Summer,6
2017-08-22,2017-08-26,Standard Class,Dorothy Dickinson,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",4.312,34,2017,8,August,Tuesday,3,Summer,4
2016-09-07,2016-09-07,Same Day,Marc Crier,Consumer,United States,New York City,New York,10011,East,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,13.96,36,2016,9,September,Wednesday,3,Autumn,0
2016-09-07,2016-09-07,Same Day,Marc Crier,Consumer,United States,New York City,New York,10011,East,Furniture,Tables,Anderson Hickey Conga Table Tops & Accessories,27.414,36,2016,9,September,Wednesday,3,Autumn,0
2016-12-25,2017-01-01,Standard Class,Dionis Lloyd,Corporate,United States,Detroit,Michigan,48227,Central,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",73.98,51,2016,12,December,Sunday,4,Winter,7
2016-12-25,2017-01-01,Standard Class,Dionis Lloyd,Corporate,United States,Detroit,Michigan,48227,Central,Furniture,Bookcases,Rush Hierlooms Collection Rich Wood Bookcases,160.98,51,2016,12,December,Sunday,4,Winter,7
2016-12-25,2017-01-01,Standard Class,Dionis Lloyd,Corporate,United States,Detroit,Michigan,48227,Central,Office Supplies,Paper,Xerox 1978,17.34,51,2016,12,December,Sunday,4,Winter,7
2016-12-25,2017-01-01,Standard Class,Dionis Lloyd,Corporate,United States,Detroit,Michigan,48227,Central,Office Supplies,Art,Newell 351,3.28,51,2016,12,December,Sunday,4,Winter,7
2016-05-02,2016-05-07,Standard Class,Noah Childs,Corporate,United States,Houston,Texas,77095,Central,Office Supplies,Labels,Avery 501,8.856,18,2016,5,May,Monday,2,Spring,5
2016-05-02,2016-05-07,Standard Class,Noah Childs,Corporate,United States,Houston,Texas,77095,Central,Technology,Phones,Samsung Rugby III,158.376,18,2016,5,May,Monday,2,Spring,5
2017-11-24,2017-11-27,First Class,Amy Cox,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,1219.96,47,2017,11,November,Friday,4,Autumn,3
2016-11-24,2016-11-29,Standard Class,Toby Swindell,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,3.168,47,2016,11,November,Thursday,4,Autumn,5
2016-11-24,2016-11-29,Standard Class,Toby Swindell,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Paper,Xerox 225,19.44,47,2016,11,November,Thursday,4,Autumn,5
2016-11-24,2016-11-29,Standard Class,Toby Swindell,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,454.86,47,2016,11,November,Thursday,4,Autumn,5
2016-11-24,2016-11-29,Standard Class,Toby Swindell,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,91.392,47,2016,11,November,Thursday,4,Autumn,5
2018-09-04,2018-09-10,Standard Class,Michael Moore,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Accessories,Kingston Digital DataTraveler 8GB USB 2.0,19.04,36,2018,9,September,Tuesday,3,Autumn,6
2018-05-11,2018-05-12,Same Day,Liz Pelletier,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",37.44,19,2018,5,May,Friday,2,Spring,1
2018-05-11,2018-05-12,Same Day,Liz Pelletier,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Labels,Avery 50,37.59,19,2018,5,May,Friday,2,Spring,1
2018-05-11,2018-05-12,Same Day,Liz Pelletier,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",26.032,19,2018,5,May,Friday,2,Spring,1
2015-05-11,2015-05-18,Standard Class,Brooke Gillingham,Corporate,United States,Watertown,New York,13601,East,Office Supplies,Appliances,Staple holder,35.91,20,2015,5,May,Monday,2,Spring,7
2018-07-27,2018-07-31,Second Class,Mike Gockenbach,Consumer,United States,Jacksonville,Florida,32216,South,Furniture,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",91.032,30,2018,7,July,Friday,3,Summer,4
2018-05-06,2018-05-09,First Class,Gary Zandusky,Consumer,United States,Arlington,Virginia,22204,South,Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils,54.66,18,2018,5,May,Sunday,2,Spring,3
2015-09-19,2015-09-24,Standard Class,John Lee,Consumer,United States,Charlotte,North Carolina,28205,South,Office Supplies,Storage,Project Tote Personal File,67.344,38,2015,9,September,Saturday,3,Autumn,5
2015-09-19,2015-09-24,Standard Class,John Lee,Consumer,United States,Charlotte,North Carolina,28205,South,Technology,Machines,"HP Designjet T520 Inkjet Large Format Printer - 24"" Color",2624.985,38,2015,9,September,Saturday,3,Autumn,5
2016-03-29,2016-04-04,Standard Class,Denny Ordway,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,73.28,13,2016,3,March,Tuesday,1,Spring,6
2015-11-18,2015-11-25,Standard Class,Ann Blume,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front",14.48,47,2015,11,November,Wednesday,4,Autumn,7
2016-07-02,2016-07-09,Standard Class,Karl Braun,Consumer,United States,Hollywood,Florida,33021,South,Office Supplies,Paper,Easy-staple paper,11.952,26,2016,7,July,Saturday,3,Summer,7
2016-07-02,2016-07-09,Standard Class,Karl Braun,Consumer,United States,Hollywood,Florida,33021,South,Office Supplies,Paper,Xerox 1957,15.552,26,2016,7,July,Saturday,3,Summer,7
2015-09-08,2015-09-13,Standard Class,Ted Trevino,Consumer,United States,Chesapeake,Virginia,23320,South,Office Supplies,Fasteners,Advantus Plastic Paper Clips,45.0,37,2015,9,September,Tuesday,3,Autumn,5
2015-09-08,2015-09-13,Standard Class,Ted Trevino,Consumer,United States,Chesapeake,Virginia,23320,South,Technology,Machines,"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",209.97,37,2015,9,September,Tuesday,3,Autumn,5
2018-10-02,2018-10-08,Standard Class,Paul Van Hugh,Home Office,United States,Los Angeles,California,90036,West,Office Supplies,Binders,"Performers Binder/Pad Holder, Black",112.12,40,2018,10,October,Tuesday,4,Autumn,6
2018-10-02,2018-10-08,Standard Class,Paul Van Hugh,Home Office,United States,Los Angeles,California,90036,West,Office Supplies,Storage,Tennsco Double-Tier Lockers,1575.14,40,2018,10,October,Tuesday,4,Autumn,6
2018-11-19,2018-11-23,Standard Class,Dorothy Dickinson,Consumer,United States,Alexandria,Virginia,22304,South,Office Supplies,Fasteners,OIC Binder Clips,25.06,47,2018,11,November,Monday,4,Autumn,4
2017-12-30,2018-01-01,First Class,Keith Dawkins,Corporate,United States,Deer Park,Texas,77536,Central,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,6.924,52,2017,12,December,Saturday,4,Winter,2
2018-12-01,2018-12-04,First Class,Ralph Arnett,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Storage,Personal File Boxes with Fold-Down Carry Handle,37.392,48,2018,12,December,Saturday,4,Winter,3
2018-12-01,2018-12-04,First Class,Ralph Arnett,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,"Ultra Door Kickplate, 8""H x 34""W",79.12,48,2018,12,December,Saturday,4,Winter,3
2017-06-13,2017-06-17,Standard Class,Sonia Sunley,Consumer,United States,Wichita,Kansas,67212,Central,Office Supplies,Labels,Avery 51,18.9,24,2017,6,June,Tuesday,2,Summer,4
2015-05-19,2015-05-23,Standard Class,John Huston,Consumer,United States,Midland,Michigan,48640,Central,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,57.42,21,2015,5,May,Tuesday,2,Spring,4
2018-01-30,2018-02-06,Standard Class,Eugene Hildebrand,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack",12.74,5,2018,1,January,Tuesday,1,Winter,7
2018-01-30,2018-02-06,Standard Class,Eugene Hildebrand,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Art,Newell 338,8.82,5,2018,1,January,Tuesday,1,Winter,7
2018-01-30,2018-02-06,Standard Class,Eugene Hildebrand,Home Office,United States,San Francisco,California,94110,West,Furniture,Chairs,Novimex Swivel Fabric Task Chair,120.784,5,2018,1,January,Tuesday,1,Winter,7
2016-11-28,2016-12-04,Standard Class,Tom Prescott,Consumer,United States,Freeport,New York,11520,East,Furniture,Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",322.59,48,2016,11,November,Monday,4,Autumn,6
2018-10-23,2018-10-28,Standard Class,Randy Bradley,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",9.762,43,2018,10,October,Tuesday,4,Autumn,5
2018-10-23,2018-10-28,Standard Class,Randy Bradley,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Storage,Advantus Rolling Storage Box,13.72,43,2018,10,October,Tuesday,4,Autumn,5
2018-10-23,2018-10-28,Standard Class,Randy Bradley,Consumer,United States,Austin,Texas,78745,Central,Technology,Accessories,WD My Passport Ultra 1TB Portable External Hard Drive,55.2,43,2018,10,October,Tuesday,4,Autumn,5
2018-10-23,2018-10-28,Standard Class,Randy Bradley,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",259.136,43,2018,10,October,Tuesday,4,Autumn,5
2018-09-07,2018-09-11,Standard Class,Cassandra Brandow,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Labels,Avery 519,29.24,36,2018,9,September,Friday,3,Autumn,4
2018-09-07,2018-09-11,Standard Class,Cassandra Brandow,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",15.552,36,2018,9,September,Friday,3,Autumn,4
2018-09-07,2018-09-11,Standard Class,Cassandra Brandow,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Envelopes,Poly String Tie Envelopes,4.896,36,2018,9,September,Friday,3,Autumn,4
2017-12-29,2018-01-03,Standard Class,Michael Paige,Corporate,United States,Bristol,Tennessee,37620,South,Office Supplies,Binders,GBC Wire Binding Strips,38.088,52,2017,12,December,Friday,4,Winter,5
2017-12-29,2018-01-03,Standard Class,Michael Paige,Corporate,United States,Bristol,Tennessee,37620,South,Office Supplies,Binders,Zipper Ring Binder Pockets,2.808,52,2017,12,December,Friday,4,Winter,5
2016-12-05,2016-12-09,Second Class,Scot Wooten,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,47.984,49,2016,12,December,Monday,4,Winter,4
2016-12-05,2016-12-09,Second Class,Scot Wooten,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front",26.064,49,2016,12,December,Monday,4,Winter,4
2015-11-01,2015-11-08,Standard Class,Suzanne McNair,Corporate,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,Southworth Parchment Paper & Envelopes,15.696,44,2015,11,November,Sunday,4,Autumn,7
2017-04-16,2017-04-23,Standard Class,Arthur Prichep,Consumer,United States,Columbus,Georgia,31907,South,Office Supplies,Art,Newell 341,12.84,15,2017,4,April,Sunday,2,Spring,7
2018-05-14,2018-05-18,Standard Class,Amy Hunt,Consumer,United States,New York City,New York,10035,East,Technology,Phones,Google Nexus 5,539.97,20,2018,5,May,Monday,2,Spring,4
2018-05-14,2018-05-18,Standard Class,Amy Hunt,Consumer,United States,New York City,New York,10035,East,Office Supplies,Storage,X-Rack File for Hanging Folders,22.58,20,2018,5,May,Monday,2,Spring,4
2016-03-14,2016-03-18,Standard Class,Emily Phan,Consumer,United States,Dover,New Hampshire,3820,East,Office Supplies,Labels,Avery 476,16.52,11,2016,3,March,Monday,1,Spring,4
2016-03-14,2016-03-18,Standard Class,Emily Phan,Consumer,United States,Dover,New Hampshire,3820,East,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,671.94,11,2016,3,March,Monday,1,Spring,4
2018-01-14,2018-01-16,First Class,Tracy Poddar,Corporate,United States,Aurora,Colorado,80013,West,Technology,Accessories,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,169.064,2,2018,1,January,Sunday,1,Winter,2
2018-01-14,2018-01-16,First Class,Tracy Poddar,Corporate,United States,Aurora,Colorado,80013,West,Office Supplies,Storage,Mobile Personal File Cube,168.624,2,2018,1,January,Sunday,1,Winter,2
2016-03-08,2016-03-13,Standard Class,Anthony Rawles,Corporate,United States,Long Beach,New York,11561,East,Office Supplies,Paper,Xerox 1997,19.44,10,2016,3,March,Tuesday,1,Spring,5
2015-10-11,2015-10-13,First Class,Helen Andreada,Consumer,United States,Pasadena,California,91104,West,Office Supplies,Storage,Iris Project Case,31.92,41,2015,10,October,Sunday,4,Autumn,2
2015-10-11,2015-10-13,First Class,Helen Andreada,Consumer,United States,Pasadena,California,91104,West,Furniture,Chairs,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,433.568,41,2015,10,October,Sunday,4,Autumn,2
2016-04-13,2016-04-14,First Class,Heather Jas,Home Office,United States,Mesa,Arizona,85204,West,Office Supplies,Paper,Xerox 210,31.104,15,2016,4,April,Wednesday,2,Spring,1
2016-04-13,2016-04-14,First Class,Heather Jas,Home Office,United States,Mesa,Arizona,85204,West,Office Supplies,Paper,Xerox 1973,54.816,15,2016,4,April,Wednesday,2,Spring,1
2018-11-16,2018-11-20,Standard Class,Jay Kimmel,Consumer,United States,Fresno,California,93727,West,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,48.86,46,2018,11,November,Friday,4,Autumn,4
2017-07-01,2017-07-01,Same Day,Jay Fein,Consumer,United States,Columbia,South Carolina,29203,South,Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1""",14.2,26,2017,7,July,Saturday,3,Summer,0
2017-07-01,2017-07-01,Same Day,Jay Fein,Consumer,United States,Columbia,South Carolina,29203,South,Office Supplies,Paper,Xerox 210,12.96,26,2017,7,July,Saturday,3,Summer,0
2017-07-01,2017-07-01,Same Day,Jay Fein,Consumer,United States,Columbia,South Carolina,29203,South,Office Supplies,Binders,Binding Machine Supplies,58.34,26,2017,7,July,Saturday,3,Summer,0
2016-11-29,2016-11-30,First Class,Eileen Kiefer,Home Office,United States,Santa Ana,California,92704,West,Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",56.3,48,2016,11,November,Tuesday,4,Autumn,1
2015-04-07,2015-04-12,Standard Class,Roland Schwarz,Corporate,United States,Columbia,South Carolina,29203,South,Technology,Phones,AT&T TR1909W,629.95,15,2015,4,April,Tuesday,2,Spring,5
2015-04-07,2015-04-12,Standard Class,Roland Schwarz,Corporate,United States,Columbia,South Carolina,29203,South,Office Supplies,Paper,Xerox 1945,122.97,15,2015,4,April,Tuesday,2,Spring,5
2017-06-16,2017-06-18,Second Class,Bill Donatelli,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",46.35,24,2017,6,June,Friday,2,Summer,2
2018-03-06,2018-03-10,Standard Class,Ben Ferrer,Home Office,United States,San Francisco,California,94109,West,Office Supplies,Binders,Economy Binders,14.976,10,2018,3,March,Tuesday,1,Spring,4
2018-10-07,2018-10-11,Standard Class,Joe Kamberova,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders,4.24,40,2018,10,October,Sunday,4,Autumn,4
2018-10-06,2018-10-12,Standard Class,Cyra Reiten,Home Office,United States,New York City,New York,10035,East,Technology,Accessories,Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology,319.96,40,2018,10,October,Saturday,4,Autumn,6
2018-10-06,2018-10-12,Standard Class,Cyra Reiten,Home Office,United States,New York City,New York,10035,East,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",17.04,40,2018,10,October,Saturday,4,Autumn,6
2018-10-06,2018-10-12,Standard Class,Cyra Reiten,Home Office,United States,New York City,New York,10035,East,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,344.91,40,2018,10,October,Saturday,4,Autumn,6
2017-12-05,2017-12-07,First Class,Aleksandra Gannaway,Corporate,United States,Franklin,Massachusetts,2038,East,Furniture,Bookcases,O'Sullivan 5-Shelf Heavy-Duty Bookcases,81.94,49,2017,12,December,Tuesday,4,Winter,2
2017-10-21,2017-10-22,First Class,Charles McCrossin,Consumer,United States,Baltimore,Maryland,21215,East,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,98.16,42,2017,10,October,Saturday,4,Autumn,1
